Campaign Name,Community Name,Heading,Sub-Heading,Country,Code,Zakat Eligibility
Sulaimanâ€™s Fundraiser for QMISocâ€™s Project 100 Smiles,QMISoc,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Nazira Tasnim,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Majid Rahman,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Zaidan - Horse Master Challenge!,Horses4Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Enam,Guardians of the Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Poplar Brotherhood - Project 100 Smiles,Project 100 Smiles,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Alam Hannan - Horse Master Challenge!!!,Horses4Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Revenues Staff,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Mubin - Project 100 Smiles,University of Westminster ISOC,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Yazdani - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Monwara begum,Guardians of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Mohsin,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Shakir,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Iftar 4 Widows,Al-Suywf Sadaqah,Seasonal & Annual Campaigns,Iftar,Afghanistan,SEA-AFG-IFT,Zakat
Ali,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Misbah - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Sarfraz - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Mehmuna - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Iftar 4 Orphans & Widows,AshbÄl Al-Ummah,Seasonal & Annual Campaigns,Iftar,Afghanistan,SEA-AFG-IFT,Zakat
Shahid - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Nahid,Guardians of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-ALL,Non-Zakat
IFTAR CHALLENGE 2026 - TEAM MUSLIM POWER,Ù‚ÙˆØ© Ø§Ù„Ù…Ø³Ù„Ù…ÙŠÙ† TEAM MUSLIM POWER,General Fund,Unassigned,General / Multi-Country,MST-ALL,Non-Zakat
Guljar,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Suraiya Khan,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Iqra Ramadan Challenge 2026,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Aisha for Project 100 Smiles!,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Qasim - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Ibrahim Din - Horse Master Challenge!!!,Horses4Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Oxford Sponsorship [7th Child],AshbÄl Al-Ummah,Sponsorships,Huffaz Sponsorships,Afghanistan,SPN-AFG-HUF,Zakat
Hafsa for Project 100 Smiles!,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Taraweeh with Oaklands 5.0,313 Orphans,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Oxford Sponsorship [8th Child],AshbÄl Al-Ummah,Sponsorships,Huffaz Sponsorships,Afghanistan,SPN-AFG-HUF,Non-Zakat
DR UMM ABDULLAH 2026 - RAMADAN 2026: STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
SAMRA - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Farhad,Guardians of the Ummah,General Fund,Unassigned,Afghanistan,MST-AFG,Zakat
Sakina and Ruqayyah - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Umm Dawood,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
SISTERSâ€™ PROJECT: STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Saph - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Attia - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Dr Haq's STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Non-Zakat
"Aftab, Hina, Safa - STAND WITH GAZA & SYRIA",TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Asia - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Ahmed - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
"Juwayriyah, Aishah, Ismaeel - Children's Challenge!",TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Naheeda - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Jumel - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Shabana - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Irfan - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Muhammad - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Umair Yunus - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Aaliyah - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Saika - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Eesa Shah - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Siraj - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
SAMA - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Steven,Guardians of the Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
Maqsudah - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Hamdaan,Guardians of the Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Stick to the Deen,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Empower Widows & Orphan,AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,"Afghanistan,Gaza",MST-AFG,Zakat
THE QURAN PROJECT,THE QURAN PROJECT,General Fund,Most Needed / Flexible Allocation,United Kingdom,MST-GBR,Non-Zakat
Fathima - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
ZAKSIDAT - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
BEYOND SURVIVAL - RETHINK CHARITY,Ramadan 2026 - Rethink Charity.,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Shahina Alom's Sponsor a Hafiz,TEAM SISTERS' PROJECT,Sponsorships,Huffaz Sponsorships,Syria,SPN-SYR-HUF,Zakat
"Mus'ab, Dihyah & Urwah's Call for the Blessed Lands",TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Nazia - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Barking Muslim Sisters,AshbÄl Al-Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
Maria & Sumayyah - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
"DAR AL-AFIYA - Sanctuary for Survivors, Widows & Orphans",TEAM SISTERS' PROJECT,Sponsorships,Survivors / Ex-Prisoners Sponsorship,Syria,MST-ALL,Zakat
Asiaâ€™s fundraiser - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Their Right Upon Us | Ø­Ù‚Ù‡Ù† Ø¹Ù„ÙŠÙ†Ø§,AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Inayah,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
THE OLC - Group B + Group D,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
New Qur'Äns 4 Hifdh Students,AshbÄl Al-Ummah,Quran Distribution,Unassigned,Afghanistan,QRN-AFG,Non-Zakat
Nahida - Widows & Orphans,AshbÄl Al-Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
Orphan Qur'Än Student,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
ADM Supporting 313 Orphans,313 Orphans,Sponsorships,Orphan Sponsorship,Gaza,SPN-GAZ-ORP,Zakat
A Roof of Mercy: Give Shelter to a Returning Refugee Family,AshbÄl Al-Ummah,Emergency Aid,Unassigned,Afghanistan,EMR-AFG,Zakat
Waqf Project with Alvi,Ù‚ÙˆØ© Ø§Ù„Ù…Ø³Ù„Ù…ÙŠÙ† TEAM MUSLIM POWER,Infrastructure,Unassigned,Syria,INF-SYR,Non-Zakat
Tahir - Widows & Orphans,AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Rehan - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Isha for Project 100 Smiles!,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Ammarah & Hiba - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Shabnam - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Sohi - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Rahimah - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Laveeza - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Zuber - Tour-du-Maroc - STAGE 4,Tour-du-Maroc,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Ashbal Deployment Restoring Hope Building Futures,AshbÄl Al-Ummah,One-Off Projects,Unassigned,Afghanistan,MST-ALL,Non-Zakat
Abid - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Akhtar Ayub - Sadaqah Jariyah,AshbÄl Al-Ummah,Water,Unassigned,Afghanistan,WAT-AFG,Non-Zakat
Orphan Sponsorship,TEAM SISTERS' PROJECT,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Empower Widows,AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Amira's Sponsor an Orphan in Syria,TEAM SISTERS' PROJECT,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Hall Green Sports Club  - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,Emergency Aid,Unassigned,"Gaza,Syria",EMR-GAZ-SYR,Zakat
Summaya - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Tahmid - Restoring Bianoon Masjid!,Bianoon,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Khizar - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Infaz - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Ayesha Azad - Sadaqah Jariyah,AshbÄl Al-Ummah,Water,Unassigned,Afghanistan,WAT-AFG,Zakat
OXPAL 2026,OXPAL 2026,One-Off Projects,Unassigned,Gaza,ONE-GAZ-DOC,Non-Zakat
AshbÄl Afghan Deployment,AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Ashurah Appeal: Build the Centre. Empower the Future.,AshbÄl Al-Ummah,One-Off Projects,Madrasa,Afghanistan,ONE-AFG-MAD,Non-Zakat
Provide Light to the Scholars of Tomorrow,AshbÄl Al-Ummah,Infrastructure,Solar Panels,Afghanistan,INF-AFG-SOL,Non-Zakat
Adam - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Haiqa - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Khadija - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Ayman - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Zaimal - Oxford Training for Palestinian Doctors,OXPAL 2026,One-Off Projects,Unassigned,Gaza,ONE-GAZ-DOC,Non-Zakat
Unassigned,Syrian & Gazan Challenge,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
"Suhaym, Rufaydah and Rawahah Team Iftar 4 Shaam",RAMADAN 2024 IFTAR4SHAAM CHALLENGE,Seasonal & Annual Campaigns,Iftar,Syria,SEA-SYR-IFT,Zakat
Ahmed Ali's Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Women of Ihsan Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Astracia's Syrian & Gazan Challenge,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Maliha's Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Sumaiyah's Rethink Village Syria,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Khalifa Family & Friends' Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Anees' Rethink Village Syria,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Siblings Rethink Village Syria,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Aisha Chand's Syrian & Gazan Challenge,Team East London,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Feed families in a refugee camp in Shaam,RAMADAN 2024 IFTAR4SHAAM CHALLENGE,Seasonal & Annual Campaigns,Iftar,Syria,SEA-SYR-IFT,Zakat
Labony Choudhury's Syrian & Gazan Challenge,Team East London,General Fund,Most Needed / Flexible Allocation,Gaza,MST-GAZ,Zakat
Feed the fasting in Shaam,RAMADAN 2024 IFTAR4SHAAM CHALLENGE,Seasonal & Annual Campaigns,Iftar,Syria,SEA-SYR-IFT,Zakat
Chaima's Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Umm Yaseens survivors support,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,Gaza,MST-GAZ,Zakat
Sadia Akhtar's Syrian & Gazan Challenge,Team North London,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Kanwals Syria & Gaza Fundraiser,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Nazam Ali's Syrian&Gazan Challenge,Team East London,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Umair's Bilad ush Shaam Ramadan 2024: Rethink Village,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Taiyub's Syrian & Gazan Challenge,Sisters'Â ProjectÂ Team,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Mez for Syria Village,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Omarâ€™s Syria & Gaza Fundraiser,Syrian & Gazan Challenge,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Aqilah's Ramadan 2024: Rethink Village,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Sabiha's Fundraiser for Syria,Team East London,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Gina's Rethink Village Fundraiser,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Imran Mir's Rethink Village Syria,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Sameera Bashir's Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Taimor's Syria Village Fundraiser,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Jabeens Village in Syria,Ramadan 2024: Rethink Village,General Fund,Unassigned,General / Multi-Country,MST-ALL,Non-Zakat
Atia Rafiq's Syrian and Gaza Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Zafirahâ€™s campaign for Syria,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Ummah needs your help,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Save Gaza!,Team East London,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
OCS Syrian & Gazan Challenge,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Siblings Syrian & Gazan Challenge,Team South London,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Khizar & Nusaybah Support the Rethink Village,Team Sharif and Zuhda,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Our Jannah A & A,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Join our family who are fundraising for Rethink Village In Syria!,Ramadan 2024: Rethink Village,Village Project,Village General,Syria,VIL-SYR-GEN,Non-Zakat
Help Rebuild Syria,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
A de Freitas' Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Noor4SyriaGaza,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Zaynab's Orphan Challenge,Orphan Fund 2024,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Muneesa Fundraise for our brothers and sisters in Gaza and Syria,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Zeenat's Syria & Gaza Challenge,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
A Pound To Prosper,Team East London,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Sumaiya's Syria Village Fundraiser,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Tahzeem's Syria & Gaza Appeal,Syrian & Gazan Challenge,Emergency Aid,Unassigned,"Syria,Gaza",EMR-ALL,Zakat
Kids in Gaza,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Samina's Syria & Gaza Challenge,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Hamid and Osman's Syrian & Gazan Challenge,Team East London,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Nargis Bakes Syria & Gaza Fundraiser,Team Yorkshire,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Fatima's Gazan & Syrian challenge,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Nottingham Sister's Rethink Village,Ramadan 2024: Rethink Village,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Gateway to Jannah,Syria's MostÂ Needy,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Sophina and Shamima's Syrian & Gazan Challenge,Team West Midlands,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Toseef & Gulshans Village in Syria,Team Sharif and Zuhda,Village Project,Village Houses,Syria,VIL-SYR-HOU,Zakat
Help Ruth raise money for life-line housing for families living in tents,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Zakat
Noshis Syria & Gaza Fundraiser,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Suleymaan  & Amatullah Syria,Team Sharif and Zuhda,Village Project,Village General,Syria,VIL-SYR-GEN,Non-Zakat
Farida4Syria&Gaza,Syrian & Gazan Challenge,Seasonal & Annual Campaigns,Iftar,"Syria,Gaza",SEA-ALL-IFT,Zakat
Zara4Syria,Team Yorkshire,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Hibah Nazir's Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Khalid's Kakes,Sisters'Â ProjectÂ Team,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Hall Green Sports Club Syrian & Gazan Challenge,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Idris and ibrahimâ€™s Syrian and Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Help the needy in Palestine and Syria,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Urgent support for Gaza and Syrian,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Mariam's Syrian & Gazan Challenge,Team West Midlands,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Sharifa4Syria,Team Sharif and Zuhda,Seasonal & Annual Campaigns,Iftar,"Syria,Gaza",SEA-ALL-IFT,Zakat
Hakeem Sahebdin's Orphan Challenge,Orphan Fund 2024,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Masjid Yusuf Water Tanks and Wudhu facilities,Rethink Mosque Fund,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Non-Zakat
Yassar's Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Hasnan Iqbal's Syrian & Gazan Challenge,Team East London,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Neda Yusuf Farrelly's Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Help in Syria,Syria's MostÂ Needy,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
Help Sohail build a village in Syria,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Mr and Mrs Bashir,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Ummahs.ukhtis Syria Rethink Village,Ramadan 2024: Rethink Village,Village Project,Village General,Syria,VIL-SYR-GEN,Non-Zakat
Sahisteâ€™s Syrian and Gaza Challenge,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Rising Stars Academy Students Ramadan Challenge,Sisters'Â ProjectÂ Team,Seasonal & Annual Campaigns,Iftar,"Syria,Gaza",SEA-ALL-IFT,Zakat
Fatih's Syria & Gaza Appeal,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
"Nusaybah, Aasiyah & Yusuf's Syria GazaÂ Challenge",Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Abu Muhammad's Syria & Gaza Fundraiser,Syrian & Gazan Challenge,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Sakinaâ€™s Ramadan Challenge for Gaza & Syria 2024,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
